postUrl,postAccount,postViews,postLikes,postCommentCount,postComments,postSaved,postShared,postCaption,postHashtags,postDate,postDateCollected
https://www.tiktok.com/@huayang77/video/7281837230967016711,huayang77,66599999,3200000,47300,"['même Bella Hadid est choquée', 'Shakira shakira is that you', 'is that real?😳', 'Is it filter or for real?', ""i guess she's rushing to get food"", 'Is she OK', 'le rêve de tous les hommes 😁', 'What is that ?', 'C’est quoi le nom du filtre?', 'ah MINCE alors', '@ANNA how i fell after skipping a meal', 'Shakira Shakira Is that you', 'Ah laLa les commentaires cest triste quand même ce genre de réaction envers les autres 💔', 'Who wear clothes for my ruler 😂😂', ""she's taller then the comments section 😂"", 'this is ""figure of speech""😂😂', 'The bag is beautiful', 'wow these body filters are taking it way too high.. looks so real', 'and that the person who can finish a whole 10kg dish just in 4 minutes😥', '1 majuscule']",230200,149300,,"['gaixinh', 'beautiful', 'xuhuong', 'chinesetreetfashion', 'foryou']",2023-09-22,2023-11-10
https://www.tiktok.com/@stylenotbrand/video/6849674011522174214,stylenotbrand,70600,2511,36,"['wow all of them are great. Are these all from Shein?', 'Most of them are!! I’m gonna do a Shein next week :🥰❤️', 'I like ur cubbord', 'Thank you so much!', 'Wooow! All great🥰', 'So sweet! Thank you!', 'What is the meaning of brunch ?', 'Breakfast and lunch together😌', '3rd outfit', 'Aww thank you!!!', 'Love your purses 🥰🥰🥰🥰', 'Thank you so much 🥰🥰', 'Hi do you mind if I ask where did you get the white dress? The one you paired with the denim jacket? Thats gorgeous❤️', 'Hey! It’s from Shein! I will DM you some similar ones because that one is sold out!', 'CAUUUUTTTEEEE', '🥰🥰', 'Are you single', 'Your night suit.. Please tell where did u get it from ?', 'I have the sameee pyjamaa hahahahah', '2🥰🥰', '@kristalinshan hi want to see you this', 'Stunning as always', 'hii lovlie ...may i know from where did u get the hand bag in last picture .So cool.', 'Cutie!!!', '@asmaaeid15', 'can i rent some clothes from you very nice dressing sense', 'Awww thank you!']",114,35,Style Challenge.. which one is your favourite?,"['tiktokfashion', 'stylechallenge', 'femininestyle', 'bloggerstyle', 'fashiontips', 'womensfashion', 'outfitideas']",2020-07-15,2023-11-10
https://www.tiktok.com/@fashionistarella/video/7146509462705114373,fashionistarella,6300000,535300,2173,"['Can you do BTS airport fashion. For each member. They’re known for their airport styles…', 'One for women pls', 'literally everything is a no', 'All the yes’s i relate to.', 'All of these were a hard no', 'How do you dress?☺️', 'Things I will never understand: shorts and a hoodie .. WHY?', 'bro probably only uses salt on his food', 'Sis 🥰', 'The fact I was nodding or shaking my head along and it matched perfectly with your choices 😂', '😂 you have a great taste in fashion', '1000% agree', '🙏🙏☺️', 'Bro searched “men’s fashion” on safari', 'I‘m a girl. It‘s just my opinion on what I personally like. I think these looks are classy, casual and nothing too wild. I just like men like this 🙏', 'What in the 2015?!', 'bro gets his fashion from the insta explore page', 'Zara vibes, all of em', 'those are all a NO', 'White “alpha male” “insta model” core💀', 'bro lives in 2015', '@hbrokenboy listen to the sound along with the pictures', 'the 4th one is giving Dean Winchester', 'I can respect this opinion like allllll but can u at least admit it’s a bit outdated hehe 🫣']",59000,7965,Men‘s fashion choices …,"['howifeelaboutcertaindesignchoices', 'designchoices', 'mensfashion', 'malemodel', 'malefashion', 'falltrends', 'fy', 'fürdich']",2022-09-23,2023-11-10
https://www.tiktok.com/@fashionchannelshow/video/6961451081830272262,fashionchannelshow,5900000,1200000,7659,"['Models will be really quiet💀', 'yeah but how can ppl have a job then', 'We can’t see how the clothes match the skin color', 'Lowkey if models had those bodies they’d be considered plus size in the industry 💀', 'les mannequins vont finir au chômage...', ""No c'est mieux avec des vrais manquin"", ""l'humanité se fait remplacer petit a petit"", ""model :*chuckles* i'm in danger"", ""the white deresses reminds of the Lady I'm sorry😖"", 'It looks so much better...', 'This was hyped AGES ago, why is everyone talking about it now.', 'THATS SO COOL WHAT', 'not cool cause I want to know how will it look on girls thi', ""@kashewkream @symphoxy @a.14.b._ @fxrihaax_ @myfaceisnotavalable no we don't need models cuz their showing dress way too much"", 'Y’all, I work in animation, you need references, most likely they used a real model for reference, so don’t worry about jobs.', '@hailsaeran this is terrifying', 'That is scary 💀', 'all i see is that now we can finally have bodies of different sizes and shapes by tweaking the animation model 🧐', 'Why did I remember lady dimitrescu', '@_annab3lle @shauna.gandam8 omg', ""@cs.grace2 @.gladiceeee wsh si sa continue y'aurait vla des métiers au chômage"", 'I hope this won’t happen', ""j'imagine que c'est les manquin qui ce son maquillager en vert"", 'What’s the name of the brand', 'This looks cool tho', 'No ones going to turn up to the runway and they’ll loose money', '@shasi__ @aliciaqinggg yoooooo this is Lina cool 🤩', '@felixthrowitbacc TOO COOL', 'Ahhhh', '@irfnimran bruh', '@space.pebble ._.', 'That’s pretty cool thooo @tittymuncher666', '@hannah_albs this is too much for my brain', '@kwidkdjdue 😳', ""@y0u4reperfect @dora.12367 💀oh look now i can't model"", '@katieshinnn ooo', 'Saudi Arabia be like', 'No. I want to be a runway model soon🥺']",50200,7657,do we still need models?🤔,"['futureoffashion', 'digitalshow', '3dmodels', 'fashiontiktok2021']",2021-05-12,2023-11-10
https://www.tiktok.com/@fashionhome2/video/7205886335410769157,fashionhome2,5500000,369300,2051,"['Yeah it’s pretty. But nah. One of those would be tickling my arm or face all night, I couldn’t do it', 'My cats would annihilate this', 'This on a wedding dress👀', 'That would scare me', ""I would've been like 🩴🥿👞👡👢🥾😂😂😂"", 'If I didn’t have to share a room with a man I would get this', 'hows it hold up in the wash?', 'i have a butterfly phobia', 'How do they move?', 'Crise d’angoisse quand je vais voir des trucs bouger 😭😂', 'I need this but with moths and in black white and grey.', 'what is your meaning? we have black set too', 'When you wash it', 'wash ok too, it is embroidery', '@besto_nekosam :0', 'this would be cute as a throw pillow or curtains or something but i don’t want that tickling me all night', 'my shop has curtain', 'This….on a dress', ""I don't want little things tickling me while I sleep"", 'How are they moving?', 'Where do you get this!?', 'the link my profile', 'I’m screaming @Shan <3', 'C’est beau mais ça n’a pas l’air commode pour dormir. Surtout en été']",34900,6962,hot,"['lace', 'embroidery', 'new', 'luxury', 'super', 'fashion', 'bedding', 'hot', 'romatic', 'women', 'beauty', 'beautifullife']",2023-03-02,2023-11-10
https://www.tiktok.com/@letsrock.now/video/7183467993941167386,letsrock.now,2200000,375100,2503,"['what about cyber goth?', 'or just do your own thing without hating on other peoples styles', 'Am I the only one who actually likes the 2020 tik tok alt style?', 'Les egirl aussi 💀', ""EVERY STYLE IS BEAUTIFUL Y'ALL. I'M AN E-GIRL MYSELF AND I DON'T UNDERSTAND THE HATE 🗿🗿🗿"", '@skipper rel', '@amyxxzo roblox:', 'Mais sinon laissez les gens non 💀', 'I was happy for the lack of slander. And then I was dissatisfied with the slander', '@casey_cabot_svu real', '@bluberry._12 metal', '@softprinxe jokingly ofc', '@milalarathil metalhead c’est qlq chose', ""Hear me out, they're all cool."", 'punk 🔛🔝', 'They look so cool tho 😭', 'coming from “a work of art” no styles are bad :D just people on how they act rather than the fabrics they put on their bodies', 'I dont like the style aesthetically but I think slandering it is lame, its just people experimenting let them live', ""They're all cute"", 'im punk', 'punk: 9/10 , metal:10/10 ,goth:9/10(talking abt style )', 'it was good while it lasted 😭']",35700,2217,,"['fyp', 'viral', 'style', 'punk', 'metalhead', 'goth', 'metal', 'rock']",2022-12-31,2023-11-10
https://www.tiktok.com/@kim920620/video/7218926667689889026,kim920620,5200000,407600,8315,"['biblically accurate humanoid form mewtwo', 'Not even Ms.Olympia has those legs😭', 'yes i do the cooking yes i do the cleaning', ""I don't know but . Can i be your girlfriend ?"", 'like how people ignore gear for females way more compared to dudes lol', 'My ark survival character', 'Fairy quad mother', 'Handsome young man', 'NEFERPITOU!!!!', 'Nevered skipped leg day', 'Certifié naturel tkt', '@River woy🥹', '@sstyact ☺️', '@🥃 wowww', '@chrstl 💀', '@marlboroforeverday jing', '@lmyaahsnh_ myaaa😭☝️', ""salut c'est Ninho"", '@BOOBA prends exemple', 'Like who is she?????🥰', '@Alzzzzz 🗿', 'C baki y a pas d autre solution', '@Isabel C. Meunier BRUTAL☠️', 'a quand le ft avec greg mma ?\ntsais le mec qui se trompe de discipline', 'hah.. 😭', 'what the heck 😂', '@cinnnamour info gim area kota?', 'swike', 'Aie mon amour propre', 'that’s kinda scary tho', 'gentlewomen', '@flower 😳', '@grzlyy5 big girl bro', '😳', '@willieee4u bruh?', 'damn', 'My biggest dream is to have that definition in my legs 💪🏼💀🦵🏼', 'wow', 'omg👀']",25700,19200,,"['CapCut', 'fashion', '코디', '코디추천', '체형관리', '몸관리', '헬스', '촬영', 'fypシ']",2023-04-06,2023-11-10
https://www.tiktok.com/@urfavjuggalo/video/7214845878610218246,urfavjuggalo,3900000,367000,0,[],51600,5110,,"['fyp', 'emo', 'grunge', 'y2k', 'emogothstyle', 'alttiktok', '90sgrunge', 'grungestyle']",2023-03-26,2023-11-10
https://www.tiktok.com/@onlygirls_understand7/video/6851375943915670790,onlygirls_understand7,1700000,434900,4728,"['it does feel good 😩', 'I don’t understand and I’m a girl tell me', 'yassssss I love it😳', 'Can someone tell me what does that mean..', 'um-', 'No, that hurtttsss', 'I’m not a female and I get it 😂', 'spill the tea, how do you know', 'I understand this but I never did this ..LMAOO', '😺 rubbing against the corner of the bed', 'It feels good but hurts to😳😩', 'guys the girl who made this looks legit 11 😭😭😭😭', 'the edge of tables too', 'i understand it 🤫🤫', 'yeah I do it with chairs', 'ah yes that feels gooooooooood damnnnnnn 😌😌😌😌', 'im a boy and i understand-', 'It hurts in a good way 🥵🥵🥵', 'uh my bed don’t have a footboard :(', ""I'm a boy.... I think I understand...."", ""I don't understand"", 'It hurtsssss i always knockk my thigh😂😂😂😂😂 while walking', '@kass.and.kai.the.2ks @hoomansarmy @iisakuraheree I get it so well', ""I don't understand 😐"", 'Wallah I never tried it...I bet it hurts a lot 😬', ""I didn't try it 😗😗😗😗😗"", 'LMAO YEAH', 'lol', 'What?', ""i can't understand it 😑i'm a gurl"", 'I did the same accident in my school on Teachers Table demmit', 'ouch these tings do be strong doe', 'i’m so confused lol', 'Am I the only girl who doesn’t understand', 'This took he mins to think and i get it now 👁👄👁', 'it feels so good 🥺', 'Best feeling ever 😂']",15300,5138,Only my ladies understand 🤤,"['foryoupage', 'onlygirlswillunderstand', 'girls', 'feelsgood']",2020-07-19,2023-11-10
https://www.tiktok.com/@fashion_201/video/7176539950291127557,fashion_201,5000000,373700,1934,"[""j'aime beaucoup une vidéo pour moi stp ❤️❤️"", 'nice fait moi une vidéo', 'I miss you bulbul my favorite 💞💖', 'bulbul come back and seen your two nieces', 'Bul bul 🥰I can’t forget dis gwl 🥰🥰She was my fav gwl🥰🥰', ""je t'adore🥰🥰🥰"", 'Merci beaucoup 🥰🥰🥰', 'I love u ☺️😍🤗', 'my love', 'i love Mrunal.', 'wow🥰 bulbul\nmy favorite🥰🥰', 'Missing you bulbul', ""🥰🥰bulbul..... can't forget😁you are so beautiful 😍😍"", 'Bulbul the will girl 😂😂😂', 'wow 😲', 'my love', 'We miss her', 'Bulbul waaah i miss you alot', 'Much love😍', 'hey bulbul ur also on tiktok hmmm wow']",12400,3111,,['CapCut'],2022-12-13,2023-11-10
https://www.tiktok.com/@chicas.fitness/video/7259488745022344453,chicas.fitness,6200000,466500,2060,"['Bailey 😏', 'Restez concentré les gars', 'évidemment sinon ça perce pas...', 'les gars elle est style sa montre', 'sympa la paire des air max', '@Alexia Alyah Jeannot on dirait toi mdr 😂', '18k favoris🤨', '🥰wow', 'rocket league?', 'omg i think im in love😳', 'lovely ❤️', 'wow beautiful🥰', 'Thanks', 'I have gyat to start going gym', 'nice', 'Oh yeah 🥰', ""c'est la ldc 😳"", 'OMG 😱 🥰', 'In 2023', 'restez en vie soldat 🫡', 'nice shoes']",43300,17300,,"['leggingsoutfit', 'legging', 'gymoutfit']",2023-07-24,2023-11-10
https://www.tiktok.com/@orchardroadfashion/video/7264863519181425921,orchardroadfashion,5100000,516500,112,"['Bro look like Cheng from Karate Kid', 'Karate kid villain vibes~', 'karate kid in japan', 'karate kid energy!!', 'karate kid', '@ndyrh :):karate kid energy!!', 'Damnnn bro😭😭', '@isaiah ur friend', '@YES NA YES FOR YOU!! karate kid', 'that kid from karate kid!!!', 'Damn bro got no mercy', 'love his style', 'the guy in the back with grey hoodie and green bomber jacket looks like the main character', 'Damnnnnn', ""@aloyyla bro it's u"", 'bro is swaggingg! 😎', 'Where the pants from', 'did i just develop a crush based on this video', 'theres another group of guys in jackets..outfit like japanese gamgsters broo..🔥🔥', 'Niceeee boy']",31900,3635,Spotted in Orchard Road,"['orchardroadfashion', 'streetfashion', 'sgfashion', 'fyp', 'menfashion']",2023-08-08,2023-11-10
https://www.tiktok.com/@darkstyle.m.d/video/7271650729096514822,darkstyle.m.d,3800000,374600,5362,"['CHANDLER AND TARIQ 🔛🔝', 'CHANDLER GOT MARRIED????', 'mr beast 6000 is coming back ?', 'Chandler en sah…', 'Jimmy and nolan:🗿', 'kris 4ever😏🔥🔥', 'et tareq', 'Chandler playing blox fruit🗿🗿🗿', 'why chandler😭', 'Like If you think chandler better than Chris', 'Chandler and Tareq 😏🤨😎🥵🤯👽🤖☠️', 'Karl❤️', 'mr beast says ""rule one go away from chris""', 'Tariq?', 'Even Nolan’s with jimmys sus', 'charlend 😻', 'NOLANNN😆✨', ""GUYS I FOUND THE SONG ITS CALLED I'll say the video I'm listening to it's called MRL-The automotive Infernal 1.0 (slowed+reverb)"", 'song name?', 'CHANDLER VE NOLAN 😻❤️\u200d🔥', 'chandler❤️\u200d🔥', '""chandler and jimmy 🗿🗿🗿🗿🗿🗿🗿"" 🤖🤖🤖🤖🤖', 'en best chandler', 'Chris me déçois', 'Chandler y Nolan y Mr tebis', 'Chandler is this the best', 'carl its cute but chandler still god', ""Karl's mom>>"", 'Je préfère JimmyChandeleur direct', '😏😌🫡🤫🤨sigma chandler🍷🚬😈🔥🗿🤝', 'Chandler 🔛🔝', 'jake the viking 💀💀💀💀💀💀', 'jimmy, chadler, nolan, tariq🔛🔝', ""the're the W"", 'Two imposters 3 crew mates', 'crazy that carl is better than speed at football 😭😂', 'Karl is still okay', 'Chandler el patron 💋', 'Normal: Chandler, Nolan, Mr. Beast 🗿']",67200,5331,"and Tareq,Viking>","['marvel_darkstyle', 'mrbeast', 'fouryou', 'chandler', 'nolan', 'chris', 'karl']",2023-08-26,2023-11-10
https://www.tiktok.com/@eggtok/video/7274856358736923922,eggtok,10700000,496200,2493,"[""oh god I didn't know male gyaru existed 😳"", 'IS THAT A GYARUO 😍', 'I’d feel safe with them tbh', '“U won’t find a girl like me”', 'The three girls def had some tea', 'harajuku gals', 'Idk why everyone’s hating I think they’re so pretty😭😭', ""gyrau c'est beau en vrais"", 'They all look alike 😂', 'I want one', '@jenna i see u', 'Why are there always like 20 of them traveling somewhere?!', '@Descendants_editors real footage of my class going on a trip', '@𝕂-𝕡𝕠𝕡𝕖𝕣_2021 gyaru', 'The last gyaruo boy with glasses r so cute 🤭', 'ENOUGH.', 'car full of baddies', 'What percentage did not have an electronic device in their hands??', '@imi :3 @peekaboo🙀 those three girls are definitely us', 'Is this gyaru heaven']",29200,1959,バス休憩でも自由なギャル💖,"['egg', 'eggモデル', 'ぎゃる', 'ギャル', 'gyaru']",2023-09-04,2023-11-10
https://www.tiktok.com/@a____de/video/7121883944781368577,a____de,3200000,355600,3876,"['japanese street fashion vs indonesia street lago lago', 'japanese street fashion 🔥🔥', 'vintage 😎', 'the real fashion', 'the real fashion week 😎', '@bad3136 weshh', '*finding mashiho* 🥲', 'All the best japan👍', 'I wanna go to Japan just so I could dress up like this', 'Aye sir', '❤️\u200d🔥', '😂🥰🥰🥰🥰', 'Slebew', 'HUH 🤩🤩🤩🤩', '😏car', '@Coolio', 'is this harajuku?', 'the real fashion week😂', 'japan is the best', 'Japanese Street Fashion😳']",16500,2674,Nggak kalah sama citayem nih wkk,"['thrift', 'citayemfashionweek', 'sudirman', 'japanfashionstreet', 'fyp']",2022-07-18,2023-11-10
https://www.tiktok.com/@shishka_store/video/7069679046644288774,shishka_store,3300000,371100,1431,"['@💗 @lina this is me?', 'street style', 'KFC', 'я: @kitty.s_01', 'Yes', 'street style', 'street style n classic 😍😍😍', 'street style', 'YESSS', 'а что если я люблю все стили сразу?', 'а, что если мне нравятся все стили? начиная от одежды оверсайз, до винтажных платьев 19 века, это значит что у меня много стилей? ;-;', 'я так одеваюсь почти..', 'у меня нет стиля, мой стиль бесстильный', 'все,теперь иду точно заказывать вещи с вайлдбериз чтобы выглядеть так', 'Именно', 'мой стиль меняется по настроению', 'Я так всегда одеваюсь, но у меня скорее свободный стиль так как одеваю смешанные вещи', 'в когда будет стиль Олд маниий????', 'мой стиль', 'что насчёт 2000-х?']",44100,1416,больше стилей уже в профиле✨💕 жду в своём в инсt: shishka_store_,"['стиль', 'какнайтисвойстиль', 'streetstyle', 'style']",2022-02-28,2023-11-10
https://www.tiktok.com/@yuzumitsu10/video/7180300839393692929,yuzumitsu10,18400000,1200000,5528,"['🥰🥰🥰', 'CUTE', 'Aw…he’s sooooooo kawaii!! 🥰', 'YES!', 'かわちぃすぎてちゅき😂💗', 'かわちぃ🥺✨', 'かわちい！', 'わー！ありがとうございます😭🙏', 'かわちぃ！！😂🥰', 'お兄ちゃんありがとう☺️', 'みっくんがかわちぃ。', 'かわちい...', 'かわちすぎる🥰', 'ムロさんありがとうございます🥰', 'かわちぃっていうところとうちゅくしいっていう時の顔がかわいい', 'ガチ可愛い爆笑', 'かわいすぎるw w w w', 'かわいい🥺', '可愛すぎてえぐぅう', '嬉しいです😭🙏', 'かわちぃぃぃぃ🥹❤️❤️❤️', 'うれちいぃぃ🥰', '可愛すぎて80回見ました！', '80回もありがたいです🥺', '笑顔がお金に変わる世界なら大金持ちになるくらいほっこりした', 'ありがとうございます🥺🙏是非天国でお願いします！', '@🔱SHIGE 🔱 かわちぃ', 'うちゅくしいです、、、']",55700,47600,このTikTok好きなのでやらせていただきました🥰お洒落ボーイになってもらいたいです🔥,"['ゆずみつ', 'パンサー向井の子', 'コーデ']",2022-12-23,2023-11-10
https://www.tiktok.com/@finefashun/video/7119919006366059781,finefashun,5700000,1100000,2611,"['cutest ever!!!! you should do coquette next 😁😁', 'Omg fax!! 🥰', 'Max', 'Where did you get the sweater 😭😭', 'im fully aware you don’t read theses but hi !!!', 'Omg I read every single comment so always feel free to say hi!! 🥰🥰', 'You do not need more clothes, you do not need to spend ANY more money, you do not- oh cute, where’d you get that 😍 I hate myself', 'Just posted styling the coquette aesthetic!', 'Mon style que j’aurais très prochainement <33', 'could you make a summer version out of it? 💞', 'Yup!', '@imvery_coollol @_brieceterrell this is the style that y’all considered me to be “emo” for it 😭', 'Anything but max vibes, what are yall on', '@marisa.kristina you don’t even understand how obsessed i am w the downtown girl aesthetic', 'where tho', 'Where did u got that blue top from its cute x', 'what hair would you have with it xx', 'What’s a left town girl then', 'Where did you get that sweater?!', 'On peut trouver où ce genre de pulls ??', 'i just need someone to make guy/masculine versions of these', '@Mills 🤍 u would wear this omddddd', '@helinspriv look thats u']",132900,2044,what aesthetic should I style next? <3,"['fyp', 'fypシ', 'pinterest', 'outfitinspo', 'styling', 'aesthetic', 'stylingdifferentaesthetics', 'differentaesthetics', 'aestheticoutfits', 'differentstyles', 'outfitinspo2022', 'finefashun', 'downtowngirl', 'downtowngirlaesthetic', 'downtowngirloutfit', 'foryou', 'fypage', 'fy', 'foryoupage']",2022-07-13,2023-11-10
https://www.tiktok.com/@dbfitstyle/video/7243536867117845786,dbfitstyle,12200000,1500000,5169,"['I’m single cause I can’t get anyone. Tinder is NOT working😭😭', 'Focus on yourself King. The right one will come eventually', 'I agree 💯', ""I'm single 😭"", 'Naw I’m single bc I just can’t get no one😭', 'yess...that true..', 'That is so true 🥺', 'Facts', ""I'm single bec it's 7aram"", 'Real.', 'So true!', 'im single because no body believe that im single', 'very true', 'Being single is better tbh', 'IM SINGLE COZ NO ONE WANTS ME 😭😂', 'absolutely 💯', 'My life.', ""@kai_281 @kento378 ....I'm alone.... again she left"", 'Some people single caz they trying to find the perfect one not like others who just go with what they got', '@Jova trueee🥺🥺🥲', '@Anna true']",270900,64800,Better single than taken for granted.,"['single', 'relationship', 'hurtmyfeelings', 'motivationalquotes', 'viral']",2023-06-11,2023-11-10
https://www.tiktok.com/@mmivia/video/7217429528220683546,mmivia,9500000,933000,39700,"['i need a hijaby friendly one', 'let her whatever whatever she wants', ""if i showed her this, she'd ask me why i looked at another girl"", 'I read all comment and no1 said ""with my hoodie"" 😔', 'Need a gf first', 'id tell her to pick', 'hello who’s early 🙋🏻\u200d♀️——>', '@crestft.aya what u think mahal?', ""i am feeling lonely oh I wish I'd find a lover that could hold me now I'm crying 😭 in my room🛌 so skeptical of love BYE"", '@casey choose choose', '@hxyd1_711 1 or four', '@koatatatata be honest🥺', '2,4', 'hiiiii', 'Hiii', '@Tyler J. D’arby go on', '@PTD💗 2,3,5🥺', '@𝙨𝙝𝙭𝙯𝙮𝙞 which one', '@people no 1 the best', '@Rumi🦕 what number?', '4,5']",95700,36800,a question for the boys.. 🤔 which one 1-5? 👀,"['outfit', 'style', 'fashion', 'ootd', 'outfitideas', 'gayaditiktok', 'serunyagayabareng', 'serunyabareng']",2023-04-02,2023-11-10
https://www.tiktok.com/@madeshi_boy2/video/7219641711524449537,madeshi_boy2,24000000,2800000,52800,"['Is this real?!?!', 'Yes my king', 'I can confirm this was not edited', 'WHAT JUST HAPPENED 🔥🔥🔥', 'My laif🤔my luls🔥my style😃my adiduds🥵yu lov mi😎or jert mi😰i dont ker🤑bat don bledidumi🥶omaigod😱', 'real I was the pilot', 'Oh my god😮😧😲😲😦😯😧😧😮😮😧', 'Highest budget Bollywood film', '⚠️attention ceci est un montage ⚠️', 'Double it and give it to the next person', 'Réal or fake ?!!!!!😳', 'yes IM BACK OK INDIAN TOK', 'Is this real?', 'King of TikTok', 'MY LIFE MY RULES 🔥🔥🔥', '⚠️C’EST UN MONTAGE ⚠️', 'Is this real?', '@adidas that’s crazy☠️', 'You wish', 'LET HIM COOK🔥🔥🔥🔥🔥🔥']",251600,110200,,"['actionscene', 'dragosteadevarata', 'pypシ', 'foryou', 'rklaxmi', 'mirchaiya', 'omjaykara', 'nivayadav88', 'tiktokqatar', 'tiktoknepal', 'maithilifun_group', 'madeshi_boy2']",2023-04-08,2023-11-10
https://www.tiktok.com/@fashion_nagitaslavina/video/6976526748099874049,fashion_nagitaslavina,6100000,494700,1915,"['Bosmil top.. i like it.', 'Mama gigi the best🥰🥰🥰🥰🥰', 'the real sulthan😂', 'mama gigi the best🥰', '😍', '😅@😅', '[cool]', 'Ga kebayang uangnya ya', 'Menurut aku bagusan pas di pake mama gigi🙂', 'Baju kedua gaada obat 😍✨', 'mukanya sulit bgt untuk dibenci😊😊😊', 'pantes aja mahal🥺', 'ada yg cocok ada juga yg ng cocok sm gigi sih menurutku. maaf yah fansnya gigi klo ada salah kata 😚 itu cuman perspektif aku sndiri mending jujur', 'kalau nagita yg pakai kok mewah banget ya😍😍😍😍', 'maap ni ye,bukan kaleng2 sultan gue ,😍😎', 'serba punyaa😭', 'mama gigi pake apa aja cantik ya 🥰', 'jangan² baju lebaran kemaren juga dipake buat fashion show diluar negeri😳', 'dia kalo baju abis dipake diapain ya?', 'b aja kek org biasa']",2829,1179,Nagita Slavina VS Model💥 Part 4,[],2021-06-22,2023-11-10
https://www.tiktok.com/@_rzkgii/video/7251840100345187590,_rzkgii,11000000,1400000,9806,"['first , money\nsecond, money money and money', 'wow', 'rill? 😁🙈', 'kalo style orang korea tuh biasanya dari outfit, Terus rambut comma hair', 'notif aman?', 'kirain ganta😂', 'perasaan jauh dah wkk', 'outfit bagus+tinggi++++make masker', 'outfit yg pertama beh keren', 'thank u hehe', 'gw sebernya ganteng cuma kurang outfit aja', 'yg pertama cocok bgttt', 'thank u', 'cwo style gni kliatan rapih bngt sumpahhh', 'nanti aku ada bf aku nk suruh dia style macam ni', 'Ini berlaku hanya orng tinggi+tamfan😏', 'gw tinggi 170 badan ber otot mana cocok', 'simple tapi kecee', 'Apadaya rambut yg ga lurus', 'Semua tergantung rambutt:)', 'Kiww', 'uyy', 'Masya allah', 'andai semua cowo dikampung gue kek gini 😌', 'idman kuh koreann']",128500,11500,,[],2023-07-04,2023-11-10
https://www.tiktok.com/@mo__style/video/7053030578240654597,mo__style,7000000,340300,1672,"['@iyadd4 @3anteel.elma7ala @meshyassen 😂😂ياسين', '@fdaiitkmm but.. I like to wear these things tho', '@mariamsaad736 😭😭😭', 'Opinion rejected', 'you should study fashion first your just saying everything that comes on your mind', ""You don't understand the faction"", '@official._.salmaa srwrl leith😂😂', 'Bruh', 'Best fashion creator?💀💀💀 lol', '😂😂😂', 'Oversized suits are a statement and absolutely iconic', '❤❤❤❤', 'aha', '😂😂😂', 'wear what u want', 'Oversize top 👌✨.', 'It’s fashion fa it needs to be new u can’t really say it’s bad it’s just diffrent then what people have in mind we that’s the definition of fashion', ""i agree with the adidas pants. but the rest, i don't agree. mafesh 7aga esmha oversize moda, there are different styles and beyb2a shaklohom 7lw 3la +"", '1st one am agree with u the rest nope', 'Are u kidding me brotha?']",6348,867,,[],2022-01-14,2023-11-10
https://www.tiktok.com/@cannastyle/video/7128435411839487275,cannastyle,3400000,471600,1760,"['will these get messed up if i turn it upside down for a 🥣', 'I’m gonna have to start smoking so I have a reason to buy this 😭', 'Are they refillable?', 'Naawwwww targeted audience reached', 'constantly raising the bar', 'Gimme gimme gimme!!!!! These are THE cutest freaking thing!!! I NEEEEEEED ONE.', '@user7609484515091 i need', 'Can you show how to refill! I love these 💛', '@Jocelynne :) HOLD UP', 'Restock the red now >:(', '@pumpkin_claio NOMAMES', 'are you kidding me with this theme! 🍓🥰 🧺', '@alyssa i want😍', 'I’m telling you when I got the email about release I SCREAMED and ran to open it', '@josephgerardo3 need', '@andradesophia07 Can u get me one', '@k I want one', '@hayfromhoustonn we need', '@rose 👁👄👁', 'Just bought it and have no idea how to fill it.', '@andromeda I WANT THESE', '@mini_toasted for ur car thank me later', '@Sarah bc ik you love strawberries', '@Naomi Pennington omgggggg dude', '@oh.yeah.that.shamacks @nigelxnigel i need', '@alexa 😁', 'just bought mine EEEE 😁😁', 'OMG', '@dainemarquez0 cbbbbb', 'WOAHHH 🤩🍓', 'I’m in love', 'OMGG', '@karlenemarie @jay.amad0r i screamed', '@decomposingstrwbrry OH MY GOD', '@pistol_mf_princess I want one lol', 'I have no need and ALL OF THE DESIRE!!!!!']",40700,16900,The 3D 🍓🔥,[],2022-08-05,2023-11-10
https://www.tiktok.com/@style_beldi1/video/7027563106649771266,style_beldi1,10500000,376400,9909,"['La chanson algérienne cheb hasni 👑🇩🇿👑', 'Style dzb', 'Freddie Mercury dial jumia', 'Question ou ta trouvé t vêtements ?', '@hamouda2238 yadra Tali 🤣😂', 'La classe ✌️a Lens y’an', ""T'as choisi l'ancienne époque et ça t'a donné l'exception. Bravo 👌 continue"", 'Old school ❤❤', 'la tchitchi ta3bekri hhh😜', 'Kolch ela choufat 😳😂', 'Ok', ""J'adore son style"", ""mdr même la moustache il l'avait pas mon daron a l'époque ptdr, saha l'apprenti lgonbliksi 😂😂😂😅"", '𝐥𝐞𝐬 𝐡𝐨𝐦𝐦𝐞𝐬 💪🙏🥰', 'il est cho lui ohhh 😳😳', 'hhammek quand il a drague rhaltek 😁😁', 'boumdienne', '❤️🇲🇦🌍', '🥰🥰🥰🥰🥰', '😳😏']",7245,45100,🇲🇦🌍,[],2021-11-06,2023-11-10
